post_dt,cust_id,rqst_amt
2018-01-18,f6a030a6-6ed4-4699-8ea5-011763a3550e,144526.8794
2018-01-18,c6985de9-70a4-4011-901f-83aef2480130,46111.76954
2018-01-18,c168a0a3-80da-4924-ad5a-69f922504336,205944.989
2018-01-18,42867385-6701-4f42-aa95-4c484e20f1e7,256836.5606
2018-01-18,c3f1c968-4422-40c2-a070-87f956d5e069,254144.4875
2018-01-18,6d6d1fb7-749f-4bf0-aaca-665e5e1e5aee,197340.7018
2018-01-20,be78c19b-4c88-4eb0-b2f9-a79e4d8ab7d9,103579.7392
2018-01-20,600e9d5f-4b91-482f-a60a-bc9ce564ee38,110077.8619
2018-01-20,a531b790-2a3b-4046-bd9a-b21ac1bfce64,280584.8634
2018-01-20,e4f72053-6fbf-405b-b94f-38b33cba04bd,143417.7774
2018-01-20,8dc79c47-f4a1-45d2-b196-fce66a6e25b5,188890.738
2018-01-20,7bd9e583-6912-41c8-9bdf-6c69fa7923cb,125236.8571
2018-01-20,96ddd894-dcc2-41d0-afc2-59369b803b99,10243.1119
2018-01-20,69a1fd99-9dec-40b7-a5e6-e3cce6315dbd,32500.1413
2018-01-20,0ac5053b-b7c4-47e3-b56d-44df71c07a00,98451.8586
2018-01-20,db72c984-072b-4a38-bd6b-6cf7e271b73a,192202.0845
2018-01-20,78800984-9372-4a24-bf5d-375b47d42509,262814.0792
2018-01-20,5bff104e-e9fb-40e5-a2a8-1c2006be9414,72637.60322
2018-01-20,27e53459-7c92-402c-a95a-5fea732c36df,211383.4908
2018-01-20,51e06eef-366d-44b5-90b5-4b34236d368e,42840.84065
2018-01-20,4de96627-9b05-4807-b95e-bcfb62f0da97,120363.6854
2018-01-21,4b60cdca-35ee-4fa5-ba7d-a2d90585ad44,112449.1754
2018-01-21,f83372b9-4258-4433-a323-103f44741bd7,259628.72
2018-01-21,ef48e7a5-ffb1-4572-ab0c-8fbc6611dc49,130113.0406
2018-01-21,2e8c19e7-bc95-4aeb-8a47-fc8869edb110,195647.2374
2018-01-21,2ab3b29a-348f-4366-a931-8b8ad621428d,45926.39252
2018-01-21,fa7910a7-aece-4875-8600-640dad4e8f3b,218398.9361
2018-01-21,c6a4094e-22ac-4070-a387-42a91e31ebe1,153361.4914
2018-01-21,ad2412b4-ca79-4b34-b6fb-c9456a3cc090,157786.0061
2018-01-21,5bb32f93-05f1-4243-bf98-01a801772e0d,283769.4701
2018-01-21,1f131ca7-d149-4cf0-bcd3-085724d0d58c,50674.79954
2018-01-21,6d7e172a-eae0-485d-bfd0-da0d7cc2c7b7,57056.95162
2018-01-21,0e9d3e79-c5f2-44bc-9c37-6b74d695d40b,6858.453907
2018-01-22,01826c11-b130-4449-aced-4fd6461661cf,10969.96536
2018-01-22,fb4159b4-9cfe-4e3f-96f5-e0ad1cca4f9e,32290.4061
2018-01-22,649983ae-84ff-4119-b4cf-5f94b17a80ec,204338.1625
2018-01-22,e2b02e0e-8a8e-4edb-83eb-c626acf559e0,71299.5935
2018-01-22,82c5a024-4699-4115-80a5-2ee549479a3b,30123.28487
2018-01-22,bfd63746-9ac7-43cb-9ef4-e561f453248f,106939.0299
2018-01-22,1cdba28b-43af-4d1e-8171-c73fe7734701,89921.35554
2018-01-22,e462ad8a-3b3a-4b8d-912d-c2c7a38a63db,84785.08605
2018-01-22,bf6cd60b-26f3-4f43-b04e-0559b1ed3591,190917.9618
2018-01-22,92220133-673f-4c4f-9994-34602f03efe9,286578.6123
2018-01-23,caad9a85-cf6f-4ab1-9ead-aacd5bdede50,49774.25809
2018-01-23,bc695c72-940b-43a8-8d7b-956e0a1df55e,122654.8181
2018-01-23,2850e403-cdc3-4ccd-b5c4-2336586eda08,245413.4691
2018-01-23,ab2ddc0e-b0bd-4143-9c8c-9b84dd51b99e,198640.3525
2018-01-23,414d6998-09aa-4c70-8487-e7c0aac42707,225533.161
2018-01-23,b4971401-bbc4-4692-a2dc-60cee5d6add8,203104.526
2018-01-23,ec237b69-be2f-49d2-b3ab-e5d3a9937c16,250013.1772
2018-01-23,71257929-37ab-498d-b1a6-c2ba30fa25ae,101274.538
2018-01-23,d448b182-44eb-4251-bbf4-cb7eb030dc4e,25874.69166
2018-01-23,daff1e0e-2f3a-4273-81bf-3e34b7a25778,86573.12618
2018-01-24,090d01db-1f0a-4d4f-8888-3876ec0b461a,174536.0354
2018-01-24,22ed0de4-5bcd-4285-baf7-6b5a9db5efbe,77271.97155
2018-01-24,7a94cc8e-610d-48d2-a46f-25d7cc1bbc28,113153.5054
2018-01-24,8e9d44e6-c870-403e-aef1-3eb9b297931a,29459.88631
2018-01-24,28814b9a-ba47-4d19-a94f-179fcaf7880f,118205.5001
2018-01-24,320d7b5c-b640-4ba9-9d50-742567b0e88c,82186.8406
2018-01-24,514e7cbe-99fe-4c89-ba52-2965a04d55ea,155528.2866
2018-01-24,d02cc345-79ba-4702-ac4e-c4c073d5a6f0,164339.9317
2018-01-24,002beeae-017e-4271-a6b5-c1bac8da8fec,155643.105
2018-01-24,82b6ed6a-16fa-4945-a52a-ab2b344083db,50352.49579
2018-01-24,55c8804f-8d98-42b6-bd19-1a22a1dd31bc,295345.5783
2018-01-25,d8065a5c-ec26-4b29-b5e9-8c8f55cd19fd,15226.53401
2018-01-25,5e441146-9a58-4795-9ea8-ae8287a212b3,209484.5705
2018-01-25,522f132f-2e41-4477-85b9-3cf3a6bbb894,296084.427
2018-01-25,e834e0f7-0e63-44fb-b8a1-37a7709ec90f,211494.3277
2018-01-25,51c5f23b-ad43-40c4-9ada-c78020e96db2,162018.4649
2018-01-25,38f1c690-b551-4f6c-b6a7-7d47a8a21ab7,170364.3218
2018-01-25,65830fc6-febc-4780-9624-18d8241cb361,132492.6393
2018-01-25,2196a6bc-56d4-4065-97e2-7a839cb0910e,48441.47292
2018-01-25,e545ebaf-3111-4869-85fa-9eb92301fc71,200519.4448
2018-01-25,67f11b66-b8d0-461b-9671-a46c24bfbeca,28852.84318
2018-01-25,8e62a8e2-52bf-4b5b-8c59-8151cabe4687,147629.9483
2018-01-25,0de7ef2b-e6f2-44fa-a406-47fc94872ad4,132936.7974
2018-01-25,f8c22132-3f76-487d-aabd-540f1b439f87,44049.85682
2018-01-25,46e7249f-51c3-4aa1-8b3c-231c2b92e7a6,271528.7547
2018-01-25,0d437151-ca6e-492a-93d7-727eec1ba75d,74195.93811
2018-01-25,9eba3f9e-03f0-4638-938c-0b22a46919cd,199367.0007
2018-01-25,823e4fc7-1b92-4025-8e9c-fe394d009230,283744.0714
2018-01-25,7dc9fa6e-d5d5-405f-87a3-8c5d6a39baa0,93488.35557
2018-01-26,ccaae9cb-3357-49a2-8da4-7ad942f9aa07,173958.1427
2018-01-26,45b98d9d-18f2-4737-b12a-8019c2238c5f,242314.498
2018-01-26,5d9281f6-61b8-4946-b238-25e4c620f0d1,285304.4018
2018-01-26,93c568e3-96e9-4856-8820-5691b3ee6c23,156897.4415
2018-01-26,e7484e7c-5e30-4e18-aa3d-e811120524dc,104913.9012
2018-01-26,f3735ed0-fef0-470b-a035-d547e12b09d3,88076.87942
2018-01-26,fda7ee5e-49cd-4a81-8dde-e833c3686cb0,176918.781
2018-01-27,3c8d55bd-e510-4bf4-918f-545882014148,129052.9354
2018-01-27,c2f0c563-734f-43ca-855b-652ace687e35,213700.4354
2018-01-28,ad25fc9f-f842-4aff-8972-9a0cb33d9955,194940.9316
2018-01-28,c7097cb8-7f61-4ad2-a8c7-3ddc3b80eb1d,16016.28315
2018-01-28,d4b7bc3a-6a83-4908-bab9-2da8a4a3b204,28510.58077
2018-01-28,a2af7699-49e0-4ed6-a92f-d0b703b1b4be,189297.1861
2018-01-28,19c722e0-0054-436c-97b3-9cae7625cafc,28737.23394
2018-01-28,54f25d44-87ae-490f-870c-eb1d123e1845,23574.78187
2018-01-28,e36dbc88-3f83-46ce-b99a-2a4318754bb9,254443.0198
2018-01-29,2919c29e-acb4-4bb8-b750-ea2ee99de9a5,47326.38338
2018-01-29,cc4477c0-697a-42e6-ba40-306fdcc2a70b,134010.0547
2018-01-29,92483d94-9ab1-45ab-b44b-d820df8389b4,295.058091
2018-01-29,74abc0c2-3b8f-4eec-8644-6ada969c9099,65783.7201
2018-01-29,51da949a-2cb7-4e23-ac7a-07aa4e1dfe22,187066.9174
2018-01-30,c1ba28b9-7902-4f6c-8e8e-b20868f61959,155634.4717
2018-01-30,de689615-5276-45c1-9e0c-a293c63102d4,195749.5715
2018-01-30,56639e87-cd57-4138-9fbc-198c2eb359dd,93380.83789
2018-01-30,f3d2064b-80c3-4723-969e-ff8387f8d873,216477.0557
2018-01-30,530e3a31-5fe9-4f5d-b3e4-40a61913272c,110319.1681
2018-01-30,5af5c5f2-8fe8-43ab-a3b2-177c94c65bbd,204801.894
2018-01-30,7c10ab4b-cc4e-4da3-a3db-c4e0fabec893,298181.0295
2018-01-30,aa682339-a729-4202-bc79-a9db0b746cfb,158610.8515
2018-01-30,97e3b9dd-bc6f-4328-b3f6-fdddd3289d46,207677.6975
2018-01-30,daec4451-94cb-40c6-a4ba-ffa721496450,26446.25829
2018-01-31,3fdd3bea-7f72-417c-8221-dca8c852a8ce,273146.6716
2018-01-31,f14715cd-7a6a-4d2c-90e4-d33369b5fb9e,228897.4036
